,Number of Medicare Beneficiaries-2012,Total Drug Medicare Payment Amount-2012,Total Medical Medicare Payment Amount-2012,Number of Medicare Beneficiaries-2013,Total Drug Medicare Payment Amount-2013,Total Medical Medicare Payment Amount-2013,Number of Medicare Beneficiaries-2014,Total Drug Medicare Payment Amount-2014,Total Medical Medicare Payment Amount-2014,Number of Medicare Beneficiaries-2015,Total Drug Medicare Payment Amount-2015,Total Medical Medicare Payment Amount-2015,Number of Medicare Beneficiaries-2016,Total Drug Medicare Payment Amount-2016,Total Medical Medicare Payment Amount-2016,Number of Medicare Beneficiaries-2017,Total Drug Medicare Payment Amount-2017,Total Medical Medicare Payment Amount-2017,Number of Medicare Beneficiaries-2018,Total Drug Medicare Payment Amount-2018,Total Medical Medicare Payment Amount-2018
1770591521,996.0,0.0,280997.71,931.0,0.0,228019.19,833.0,0.0,200063.08,806.0,0.0,189160.33,738.0,0.0,156706.14,672.0,0.0,146489.89,588.0,0.0,127430.25
1770661316,,,,,,,67.0,0.0,11757.63,81.0,0.0,15188.83,,,,,,,,,
1770661472,15.0,0.0,2721.11,14.0,0.0,4182.52,13.0,0.0,3078.71,25.0,0.0,4364.83,16.0,0.0,3795.17,25.0,0.0,3490.26,33.0,0.0,7516.18
1770666307,536.0,0.0,112791.89,522.0,0.0,107156.01,639.0,0.0,113281.9,667.0,0.0,129336.09,716.0,0.0,124296.22,677.0,0.0,113686.91,618.0,0.0,114392.1
1770684938,50.0,0.0,291080.74,31.0,0.0,166108.21,17.0,0.0,114745.93,11.0,0.0,44400.46,,,,,,,,,
1770685752,965.0,0.0,350559.11,964.0,0.0,327593.69,913.0,0.0,312377.13,958.0,0.0,319183.65,906.0,0.0,300665.05,928.0,0.0,327541.56,888.0,0.0,282062.88
1770690505,741.0,0.0,91391.45,767.0,0.0,100671.17,726.0,0.0,88860.98,833.0,0.0,108242.35,732.0,0.0,85689.11,700.0,0.0,85717.07,922.0,0.0,108444.69
1770698854,521.0,0.0,153388.84,472.0,0.0,130550.12,455.0,0.0,123783.67,395.0,,,360.0,0.0,61004.97,386.0,0.0,52319.36,322.0,0.0,39639.25
1770748758,136.0,,,165.0,,,277.0,,,272.0,,,252.0,,,97.0,,,230.0,,
1770801540,,,,,,,63.0,0.0,8867.54,90.0,0.0,17713.86,707.0,0.0,203621.82,600.0,0.0,208828.83,288.0,0.0,116175.63
1770808339,,,,639.0,,,1279.0,568556.02,453503.99,1264.0,758505.71,523635.22,1105.0,823686.47,466597.93,995.0,564379.58,427375.76,1022.0,496921.77,476930.93
1770844391,,,,,,,,,,,,,36.0,0.0,6514.29,27.0,0.0,3481.7,,,
1770849804,,,,,,,,,,,,,,,,42.0,0.0,7410.37,57.0,0.0,11406.28
1770870446,,,,,,,,,,237.0,0.0,50256.44,203.0,0.0,54817.81,1102.0,0.0,696333.75,943.0,0.0,1122546.14
1770926479,,,,,,,,,,,,,,,,49.0,0.0,7264.77,97.0,0.0,13844.56
1780017897,,,,,,,,,,,,,,,,23.0,0.0,3241.81,382.0,0.0,52729.03
1780023929,,,,,,,,,,,,,,,,,,,197.0,,
1780609933,278.0,26737.62,322767.96,351.0,25001.37,328229.24,328.0,25856.02,262077.27,372.0,25225.01,354911.99,615.0,40542.01,633724.54,597.0,48623.42,497954.85,606.0,42866.46,528176.36
1780626986,178.0,0.0,74819.45,206.0,0.0,87589.12,270.0,0.0,108302.32,307.0,0.0,132092.06,321.0,0.0,142160.35,342.0,0.0,154765.19,353.0,0.0,171535.35
1780662940,240.0,0.0,20196.55,,,,,,,,,,,,,,,,,,
1780664326,1029.0,,,941.0,,,1026.0,,,949.0,11489.52,328202.3,1007.0,,,888.0,,,877.0,,
1780669283,298.0,,,315.0,,,350.0,,,317.0,,,366.0,4626.45,198063.44,341.0,5789.84,170784.02,306.0,5038.07,166850.46
1780695379,59.0,,,77.0,,,50.0,,,44.0,,,50.0,,,52.0,,,50.0,,
1780702183,52.0,,,78.0,,,82.0,,,75.0,,,80.0,,,58.0,,,69.0,0.0,17094.33
1780720219,639.0,0.0,164052.71,710.0,0.0,216447.12,754.0,0.0,286695.81,799.0,0.0,318605.57,,,,,,,,,
1780743344,,,,,,,,,,,,,,,,16.0,0.0,1002.01,,,
1780762690,94.0,0.0,6770.47,67.0,0.0,4298.63,,,,,,,,,,,,,,,
1780818005,,,,,,,,,,,,,,,,496.0,0.0,106359.68,512.0,0.0,131425.01
1780818161,91.0,0.0,14947.86,406.0,0.0,138185.44,442.0,0.0,193659.12,444.0,0.0,217306.83,637.0,0.0,279897.23,674.0,0.0,316845.9,664.0,0.0,278488.89
1780842245,388.0,0.0,107831.65,837.0,,,985.0,0.0,320285.64,968.0,,,754.0,,,824.0,,,900.0,,
1780848937,,,,,,,,,,,,,,,,643.0,0.0,165369.22,694.0,0.0,174146.45
1780872671,1276.0,,,1267.0,,,1324.0,,,1310.0,,,1542.0,,,1369.0,,,1393.0,,
1780892836,477.0,0.0,100047.24,198.0,0.0,78555.71,349.0,0.0,130461.08,562.0,0.0,179107.26,,,,,,,,,
1780959734,,,,,,,,,,19.0,0.0,2666.75,380.0,0.0,69004.11,727.0,50.71,292703.15,624.0,111.74,255164.57
1790040087,,,,,,,,,,,,,,,,,,,236.0,67688.73,80017.82
1790041804,,,,,,,,,,,,,,,,30.0,0.0,2678.11,374.0,183487.4,87982.29
1790044626,,,,,,,,,,,,,86.0,0.0,5408.74,95.0,0.0,6862.14,587.0,0.0,76739.24
1790054393,547.0,166058.88,389026.31,737.0,553328.03,791455.61,1392.0,134104.22,891883.42,1364.0,26101.79,1001378.61,1424.0,31317.02,803048.51,1278.0,41248.37,565696.03,1271.0,59057.33,495899.88
1790075927,,,,,,,,,,30.0,0.0,4569.24,41.0,0.0,6560.39,352.0,,,,,
1790078129,,,,,,,,,,70.0,0.0,7319.37,,,,,,,,,
1790707842,540.0,0.0,291788.17,585.0,,,688.0,,,784.0,,,825.0,,,895.0,1564.4,444634.57,916.0,,
1790707875,677.0,0.0,332095.8,669.0,,,743.0,0.0,448177.75,827.0,0.0,450842.6,843.0,,,926.0,,,792.0,,
1790733913,,,,,,,218.0,0.0,157330.82,493.0,0.0,248781.3,339.0,0.0,218459.45,451.0,0.0,312670.56,459.0,0.0,303906.33
1790758209,777.0,33597.58,341893.8,826.0,26315.15,353879.0,904.0,28176.22,388930.31,1038.0,30021.13,448328.77,1076.0,45311.62,451915.74,1087.0,38082.36,388546.2,999.0,58129.12,400138.96
1790769156,455.0,,,401.0,,,408.0,,,430.0,,,470.0,,,451.0,,,462.0,,
1790788008,1849.0,,,1831.0,,,1927.0,,,1725.0,,,1759.0,,,1763.0,,,1775.0,,
1790792281,536.0,0.0,288188.36,618.0,0.0,292818.3,545.0,,,569.0,,,582.0,,,588.0,,,607.0,,
1790793248,353.0,,,300.0,3328.92,168233.46,200.0,,,182.0,2901.63,83236.85,160.0,2025.51,79349.45,188.0,,,148.0,3177.06,94751.47
1790829208,138.0,,,122.0,,,106.0,,,92.0,,,80.0,,,81.0,,,71.0,,
1790839538,1114.0,,,1081.0,10312.54,478976.06,1016.0,13760.06,509172.16,869.0,14460.3,442380.43,799.0,29872.46,555054.36,812.0,32367.93,651166.82,760.0,54851.29,736688.59
1790863553,12.0,0.0,687.83,14.0,0.0,1247.36,17.0,0.0,1973.28,,,,,,,,,,,,
1790879369,1301.0,,,1191.0,0.0,480578.0,1102.0,0.0,416952.47,1113.0,0.0,456695.19,1111.0,0.0,310234.74,1057.0,0.0,277449.95,1036.0,0.0,286836.3
1790880078,519.0,0.0,208756.4,789.0,0.0,347138.3,588.0,,,590.0,,,688.0,,,863.0,0.0,353197.18,810.0,,
1790888006,280.0,,,468.0,0.0,164057.08,466.0,0.0,211481.98,924.0,0.0,558536.57,1135.0,0.0,586153.45,1085.0,0.0,561776.62,1044.0,,
1790888196,881.0,0.0,252295.26,957.0,0.0,268134.34,952.0,0.0,244166.35,920.0,0.0,230582.21,884.0,0.0,211145.56,858.0,0.0,211915.72,837.0,0.0,200209.76
1790943355,,,,,,,,,,228.0,0.0,41551.18,252.0,,,383.0,6861.41,77717.11,287.0,9505.51,78742.45
1790945046,,,,,,,,,,,,,,,,,,,42.0,0.0,21330.38
1790948123,,,,,,,33.0,0.0,6619.72,59.0,0.0,15062.0,,,,,,,,,
1801025309,87.0,0.0,10345.78,99.0,0.0,13380.57,,,,,,,,,,11.0,0.0,1576.31,,,
1801042007,959.0,24795.09,282596.07,1036.0,,,1026.0,36387.14,223092.68,1144.0,,,,,,,,,,,
1801057781,57.0,16242.98,10224.77,222.0,85876.23,61284.47,588.0,277876.58,222837.36,,,,,,,,,,,,
1801080320,407.0,0.0,78454.49,349.0,0.0,72072.56,440.0,0.0,87106.86,407.0,0.0,66585.67,566.0,0.0,143711.71,480.0,,,488.0,,
1801164827,,,,,,,,,,161.0,0.0,19984.37,534.0,,,712.0,,,746.0,,
1801802095,972.0,0.0,226831.46,979.0,0.0,235786.75,1123.0,0.0,260888.22,1157.0,0.0,254976.87,1064.0,0.0,259006.21,1067.0,0.0,246147.63,1132.0,0.0,281641.42
1801804653,200.0,0.0,20693.47,217.0,0.0,21182.42,172.0,0.0,15625.09,164.0,0.0,17058.4,156.0,0.0,14544.51,138.0,0.0,11549.36,113.0,0.0,10374.61
1801815808,878.0,198769.63,217616.35,752.0,201577.88,198630.39,,,,,,,,,,,,,,,
1801821632,458.0,0.0,70304.09,486.0,0.0,75532.15,477.0,0.0,70443.38,465.0,0.0,68845.94,467.0,0.0,68898.53,447.0,0.0,63158.5,417.0,0.0,60352.19
1801824313,872.0,0.0,251760.02,983.0,0.0,285342.02,937.0,0.0,310044.31,943.0,0.0,296608.3,973.0,0.0,291479.97,1016.0,0.0,327133.82,986.0,0.0,315102.37
1801831219,93.0,0.0,50427.7,111.0,0.0,51160.57,151.0,0.0,81741.35,259.0,0.0,127168.27,532.0,0.0,186469.67,465.0,0.0,169992.68,654.0,0.0,197305.9
1801858758,660.0,0.0,89767.76,640.0,0.0,87566.18,606.0,0.0,79474.77,570.0,0.0,75952.17,590.0,0.0,70429.09,638.0,0.0,81369.68,619.0,0.0,76294.57
1801868039,227.0,0.0,20005.33,211.0,0.0,19008.91,80.0,0.0,4579.48,,,,,,,,,,,,
1801874144,1484.0,0.0,381212.15,1525.0,0.0,403280.65,1447.0,0.0,391491.22,1447.0,0.0,402366.55,1447.0,,,1140.0,0.0,165677.18,1506.0,0.0,217816.08
1801880729,294.0,239829.26,195828.02,147.0,85887.24,62178.32,91.0,,,,,,,,,,,,,,
1801880745,777.0,825769.41,704844.96,759.0,795567.88,509644.22,709.0,1013892.21,516208.59,670.0,901955.81,421012.81,644.0,1103202.67,405191.76,612.0,1202928.91,366615.35,574.0,1358657.27,335617.7
1801888110,856.0,,,987.0,,,1051.0,,,1172.0,,,1344.0,,,1477.0,,,1517.0,0.0,729913.37
1801891551,455.0,2068.27,135465.69,475.0,2298.26,151682.87,577.0,7520.32,171510.85,649.0,2480.9,198255.79,580.0,14032.7,179504.89,607.0,,,636.0,16889.35,195081.08
1801897194,307.0,0.0,113030.11,489.0,0.0,203837.51,518.0,0.0,228542.53,576.0,0.0,224411.49,585.0,0.0,248279.73,596.0,,,623.0,,
1801903513,244.0,124809.62,186260.16,238.0,237819.04,127435.56,235.0,260847.28,113714.71,248.0,304981.55,120382.11,224.0,271830.45,114023.12,261.0,263621.77,105721.63,263.0,288834.2,100992.03
1801906722,1287.0,,,1233.0,2426.63,425272.72,1211.0,2973.65,425067.31,1264.0,2897.87,447097.99,1246.0,3556.66,432145.21,1292.0,4042.54,441555.18,1362.0,4953.34,509666.55
1801943279,431.0,0.0,109390.24,428.0,0.0,95333.54,493.0,0.0,102385.77,534.0,0.0,111466.79,579.0,0.0,122449.48,613.0,0.0,136121.14,621.0,0.0,144127.94
1801945357,823.0,,,753.0,,,830.0,0.0,286741.95,648.0,0.0,245756.91,708.0,0.0,256728.88,747.0,0.0,278283.6,758.0,0.0,262093.58
1801952890,374.0,6905.66,162403.39,433.0,2205.01,200265.96,431.0,5543.44,170625.36,,,,,,,,,,,,
1801993944,1870.0,0.0,502482.19,1836.0,0.0,505217.68,1528.0,0.0,447635.33,1332.0,0.0,407510.42,1283.0,0.0,399676.37,1161.0,0.0,374164.51,1084.0,0.0,373173.5
1801999602,870.0,0.0,149564.16,852.0,0.0,152045.33,807.0,0.0,138543.0,777.0,0.0,147136.32,748.0,0.0,117695.47,702.0,0.0,86445.73,550.0,0.0,69510.51
1811006513,329.0,0.0,113936.12,336.0,0.0,108996.99,331.0,0.0,126174.29,289.0,0.0,105588.91,286.0,0.0,98163.26,246.0,0.0,82318.9,216.0,0.0,63797.82
1811049034,14.0,,,16.0,,,13.0,0.0,3457.74,13.0,0.0,4956.61,,,,11.0,0.0,1367.2,,,
1811057821,941.0,6611.42,333018.38,1022.0,9578.22,363832.73,1006.0,10248.37,409488.63,1039.0,11748.14,413425.22,1057.0,10874.55,420132.68,1107.0,10839.16,420599.35,1062.0,11127.28,452460.58
1811075476,,,,12.0,0.0,582.91,,,,,,,,,,12.0,0.0,728.84,13.0,0.0,1449.79
1811099435,815.0,0.0,403530.89,793.0,0.0,393037.73,838.0,0.0,483106.07,782.0,,,745.0,0.0,488941.92,691.0,,,687.0,,
1811123441,,,,,,,97.0,0.0,18994.6,132.0,0.0,14542.16,281.0,0.0,44382.93,336.0,,,531.0,,
1811150576,16.0,,,98.0,,,128.0,81811.1,62151.48,222.0,352763.2,100046.91,240.0,632614.71,117534.13,269.0,918973.85,139408.45,272.0,1140178.45,145281.36
1811177439,140.0,0.0,13115.67,74.0,0.0,7037.42,,,,,,,,,,,,,,,
1811185051,481.0,0.0,204320.65,524.0,0.0,208966.33,476.0,0.0,165612.55,446.0,0.0,176258.23,424.0,0.0,157668.29,478.0,0.0,170691.88,479.0,0.0,183121.68
1811218316,,,,,,,,,,,,,989.0,457452.61,341060.66,1819.0,2084419.44,1049710.74,2129.0,2847330.4,1194132.14
1811263833,,,,,,,,,,,,,,,,25.0,0.0,5075.75,26.0,0.0,5499.24
1811332083,,,,,,,,,,,,,,,,70.0,,,198.0,14005.0,36482.23
1811375363,,,,,,,,,,224.0,0.0,10323.83,199.0,0.0,8708.24,,,,,,
1811390883,,,,,,,,,,422.0,0.0,95641.72,630.0,0.0,161729.84,419.0,0.0,92938.06,197.0,0.0,100589.89
1811902257,974.0,,,1035.0,,,1062.0,,,1250.0,,,1353.0,0.0,283947.12,1503.0,,,1436.0,,
1811904428,730.0,0.0,381448.19,747.0,0.0,358425.07,602.0,0.0,229423.61,267.0,0.0,95362.13,405.0,0.0,151494.55,468.0,0.0,122706.55,137.0,0.0,35340.08
1811913205,576.0,0.0,126482.98,653.0,0.0,131113.64,619.0,0.0,154311.54,639.0,,,513.0,,,494.0,,,524.0,,
1811930118,1297.0,,,1292.0,,,1367.0,,,1375.0,,,1311.0,,,1442.0,,,1504.0,6933.02,407676.25
1811937683,1343.0,,,1295.0,,,1307.0,,,1317.0,,,1327.0,,,1514.0,,,1549.0,,
1811982291,2019.0,,,2100.0,,,2314.0,,,2468.0,0.0,791785.12,2472.0,,,2920.0,,,2861.0,,
1811985120,424.0,0.0,81599.76,440.0,0.0,95878.12,409.0,0.0,79215.68,370.0,0.0,76142.23,388.0,0.0,80862.86,361.0,0.0,63081.26,292.0,0.0,44427.61
1811996523,67.0,0.0,19872.61,53.0,0.0,15443.58,43.0,0.0,10949.96,121.0,0.0,27639.91,248.0,0.0,67261.4,214.0,0.0,60302.3,143.0,0.0,30923.48
1811997646,714.0,0.0,183126.44,747.0,0.0,181038.98,712.0,0.0,180431.43,811.0,0.0,197022.44,788.0,0.0,197164.38,815.0,0.0,200707.75,863.0,0.0,219514.9
1821002619,427.0,0.0,68482.59,102.0,0.0,22319.61,30.0,0.0,3906.15,,,,,,,,,,,,
1821013467,641.0,36689.84,700759.43,603.0,78070.29,563782.16,550.0,62622.98,467932.37,532.0,77272.92,432068.84,513.0,75508.72,401390.1,466.0,,,409.0,75209.27,344058.51
1821013863,509.0,57383.53,113960.07,733.0,46148.46,154985.78,870.0,167031.59,195271.83,897.0,210831.75,226977.1,951.0,278672.6,237001.08,906.0,416036.24,235242.73,892.0,455769.66,228719.64
1821017823,731.0,0.0,210252.92,715.0,0.0,215836.76,713.0,0.0,200000.57,745.0,0.0,193622.26,724.0,0.0,196961.53,732.0,0.0,186685.0,764.0,0.0,196079.81
1821023755,1125.0,51492.91,547987.71,1138.0,215799.01,515293.64,1182.0,277242.49,470813.82,1104.0,343352.67,418675.1,849.0,515983.03,386196.56,803.0,591633.43,398742.86,808.0,621476.48,445483.21
1821040759,446.0,0.0,70993.45,459.0,0.0,69746.52,508.0,0.0,81923.88,418.0,0.0,62337.94,437.0,0.0,59659.14,498.0,0.0,76043.91,480.0,0.0,68761.13
1821050642,235.0,0.0,65838.99,211.0,0.0,54379.97,226.0,0.0,57873.24,225.0,0.0,52967.82,229.0,0.0,73925.56,228.0,0.0,60273.27,257.0,0.0,76018.2
1821077165,1005.0,,,1035.0,0.0,340070.84,1047.0,,,1072.0,,,1021.0,25288.65,293837.11,993.0,71702.4,296663.4,930.0,101796.87,302582.49
1821083395,614.0,24950.31,1049623.34,553.0,26938.11,761005.99,470.0,21683.53,664810.12,452.0,19842.74,646507.14,379.0,17211.87,508501.64,101.0,2891.18,50316.22,,,
1821093311,1334.0,,,1363.0,0.0,461581.03,1450.0,,,1488.0,,,1467.0,,,1422.0,0.0,402387.41,1382.0,0.0,396235.86
1821094012,530.0,0.0,268522.14,488.0,0.0,248180.11,491.0,0.0,236905.19,569.0,0.0,259397.12,556.0,0.0,244750.36,594.0,0.0,279517.14,584.0,0.0,267713.7
1821127770,1032.0,0.0,509497.03,983.0,0.0,453934.81,1046.0,0.0,457916.86,996.0,0.0,439633.21,1008.0,0.0,482853.65,1027.0,0.0,459240.76,933.0,0.0,391343.14
1821133067,33.0,0.0,3822.87,13.0,0.0,782.97,,,,40.0,0.0,4408.3,45.0,0.0,5204.65,53.0,0.0,4621.67,50.0,0.0,4635.66
1821176769,962.0,1685.19,348411.25,988.0,3663.95,359214.5,1104.0,43733.21,422689.54,1033.0,38945.81,380417.5,1130.0,36853.6,361648.45,1018.0,32998.91,267766.51,1221.0,54369.37,334433.32
1821188996,1800.0,0.0,525333.2,1867.0,0.0,571780.76,1765.0,0.0,621246.52,1500.0,0.0,556963.92,1556.0,,,1450.0,0.0,636035.56,1247.0,0.0,469823.95
1821201351,51.0,0.0,10173.34,455.0,721910.82,289349.65,563.0,1260701.84,448399.51,642.0,1265237.06,467170.91,684.0,1350701.12,514488.16,922.0,1827299.94,610213.29,1045.0,1913702.36,692607.41
1821246141,130.0,0.0,20024.49,135.0,,,111.0,0.0,49081.1,108.0,,,161.0,,,222.0,,,248.0,0.0,102794.48
1821273137,894.0,0.0,1024297.03,882.0,0.0,1129166.94,899.0,0.0,1147923.66,889.0,0.0,1259182.38,876.0,0.0,1259967.39,871.0,0.0,1246695.3,900.0,0.0,1325266.78
1821284092,148.0,0.0,38846.57,156.0,0.0,49349.68,194.0,0.0,70994.06,209.0,0.0,62090.81,127.0,0.0,44682.03,125.0,0.0,32198.03,119.0,0.0,32172.02
1821331034,,,,,,,,,,,,,,,,171.0,,,110.0,,
1821431842,,,,,,,,,,,,,,,,42.0,0.0,9799.64,114.0,0.0,22355.06
1831128362,109.0,0.0,50741.76,121.0,0.0,50939.25,151.0,0.0,72766.95,163.0,,,196.0,,,199.0,0.0,101815.22,186.0,0.0,83031.6
1831133511,1531.0,0.0,539161.86,1601.0,0.0,553834.31,1656.0,0.0,547571.95,1734.0,0.0,536833.42,1786.0,0.0,555046.55,1651.0,0.0,534935.69,1524.0,0.0,457862.19
1831138676,357.0,0.0,114124.18,391.0,0.0,134796.8,448.0,0.0,119516.22,510.0,0.0,142366.32,516.0,0.0,136142.14,469.0,0.0,130540.37,498.0,0.0,135995.54
1831139997,1613.0,0.0,504232.87,1652.0,0.0,507910.79,1734.0,0.0,529283.32,1525.0,0.0,464749.67,1540.0,0.0,420976.65,1543.0,0.0,457289.11,1605.0,0.0,428909.09
1831141712,447.0,0.0,70699.96,15.0,0.0,386.53,47.0,0.0,1911.73,41.0,0.0,1933.9,26.0,0.0,1093.05,,,,,,
1831145739,76.0,,,210.0,61445.03,110602.96,194.0,58618.96,111789.84,120.0,43157.71,33445.88,126.0,48969.85,38776.75,97.0,14626.91,24472.38,11.0,0.0,1729.01
1831151612,1733.0,,,1805.0,0.0,527435.24,1767.0,0.0,500333.03,1965.0,0.0,559144.76,1884.0,0.0,556325.98,2055.0,0.0,630869.89,2089.0,0.0,581232.09
1831162999,239.0,0.0,80310.04,215.0,0.0,77598.12,214.0,0.0,82469.45,182.0,0.0,62982.31,171.0,0.0,63524.2,173.0,0.0,65245.95,202.0,,
1831169010,966.0,0.0,255075.67,929.0,,,966.0,0.0,243908.5,929.0,0.0,228249.41,805.0,0.0,165683.15,789.0,0.0,175391.53,836.0,0.0,199625.27
1831170877,514.0,0.0,136665.59,479.0,0.0,133896.81,452.0,0.0,121566.23,465.0,0.0,122998.13,440.0,0.0,103997.64,396.0,0.0,58493.63,376.0,0.0,55236.38
1831188341,1294.0,965667.42,849936.66,1290.0,1211496.32,585410.45,1284.0,1401221.53,591087.28,1076.0,990701.46,435747.31,,,,,,,,,
1831194398,679.0,,,660.0,,,708.0,,,676.0,0.0,246760.04,630.0,0.0,235115.06,790.0,,,764.0,,
1831243351,395.0,0.0,58032.41,338.0,0.0,48968.78,,,,,,,,,,,,,,,
1831249200,451.0,,,1052.0,0.0,331607.29,788.0,,,,,,,,,,,,,,
1831260090,1282.0,3092.01,377959.91,1236.0,2173.75,384455.88,1233.0,2676.29,378330.86,1230.0,5511.61,372147.73,1186.0,13036.05,332043.92,1161.0,12473.92,337839.35,1135.0,14011.27,342305.9
1831294651,266.0,0.0,359777.21,229.0,0.0,387280.77,208.0,0.0,344916.85,214.0,0.0,261024.71,136.0,0.0,55193.29,,,,,,
1831295427,323.0,0.0,59269.49,331.0,0.0,58888.8,308.0,0.0,48740.79,294.0,0.0,52172.02,238.0,0.0,38321.31,202.0,0.0,30417.67,192.0,0.0,29625.84
1831327626,,,,,,,,,,52.0,0.0,11253.16,86.0,0.0,19387.9,92.0,0.0,30886.7,140.0,,
1831358977,320.0,0.0,48479.33,847.0,0.0,261445.68,745.0,0.0,273281.11,931.0,0.0,269940.05,1027.0,0.0,287172.99,997.0,0.0,262295.07,991.0,0.0,250217.7
1831364710,390.0,0.0,78539.03,243.0,0.0,43156.89,13.0,0.0,1030.69,100.0,0.0,16626.5,1274.0,0.0,221376.45,1246.0,0.0,359245.67,1339.0,0.0,314793.59
1831372499,183.0,120034.59,51585.64,264.0,687234.27,202345.39,381.0,630573.3,251952.13,338.0,691127.89,238299.57,362.0,855419.65,259930.17,393.0,973777.86,225790.7,457.0,1174542.27,269604.18
1831381888,275.0,0.0,64189.99,381.0,0.0,92827.48,284.0,,,124.0,0.0,16718.62,,,,,,,13.0,0.0,420.7
1831387950,101.0,0.0,12271.7,94.0,0.0,9308.12,40.0,,,14.0,0.0,1711.26,,,,11.0,0.0,1388.74,,,
1831389089,748.0,,,781.0,52.06,320485.38,641.0,,,658.0,,,591.0,,,451.0,,,522.0,0.0,197798.83
1831448836,,,,,,,,,,,,,158.0,4154.59,30497.13,373.0,,,180.0,,
1831459486,,,,,,,,,,,,,345.0,,,1081.0,,,1169.0,15.7,375709.6
1841208352,257.0,0.0,46592.99,236.0,0.0,36192.41,243.0,0.0,43509.29,235.0,0.0,43109.89,195.0,0.0,36477.04,156.0,0.0,23984.31,157.0,0.0,23745.7
1841215803,587.0,,,604.0,0.0,295725.38,592.0,0.0,262313.8,544.0,,,578.0,,,579.0,,,583.0,,
1841222023,286.0,2406.41,369038.96,279.0,710.47,442600.32,267.0,1298.77,480750.52,262.0,2254.13,519438.88,232.0,1206.55,667085.71,210.0,412.42,740144.33,179.0,240.14,657988.1
1841222536,181.0,0.0,49527.08,288.0,0.0,80084.17,275.0,0.0,69779.93,262.0,0.0,77430.5,291.0,0.0,85895.19,307.0,0.0,62859.95,356.0,0.0,111513.73
1841225869,1114.0,0.0,400975.79,1416.0,,,1454.0,,,1431.0,,,1271.0,0.0,401632.89,1404.0,0.0,398820.34,1362.0,0.0,429194.72
1841226073,949.0,16601.25,233738.58,944.0,16983.99,241426.18,995.0,27208.98,244863.44,978.0,34639.4,244724.38,910.0,45577.09,230815.1,857.0,56860.28,204806.26,810.0,98438.22,244496.02
1841268273,289.0,0.0,78587.95,304.0,,,283.0,0.0,85020.46,278.0,0.0,75794.21,279.0,0.0,93068.65,283.0,0.0,81917.71,298.0,0.0,100038.49
1841269636,488.0,0.0,203011.33,490.0,0.0,211436.33,589.0,0.0,226344.91,537.0,0.0,201383.33,504.0,0.0,188275.73,412.0,0.0,165916.95,394.0,0.0,170389.66
1841292257,401.0,0.0,294715.33,480.0,0.0,318218.05,616.0,0.0,350264.65,593.0,0.0,321098.86,620.0,0.0,316638.86,651.0,0.0,287390.63,680.0,0.0,314798.3
1841302577,694.0,10557.61,615557.79,700.0,11526.88,500337.9,611.0,12169.99,452457.41,636.0,14994.25,427409.03,714.0,14571.53,622137.33,742.0,13559.12,502289.05,670.0,11395.67,449422.11
1841326063,387.0,0.0,65998.18,389.0,0.0,55497.48,370.0,0.0,56302.58,350.0,0.0,59633.17,562.0,0.0,86990.16,497.0,0.0,55373.96,273.0,0.0,29913.61
1841326212,622.0,0.0,121687.73,626.0,0.0,102704.68,601.0,0.0,114126.38,650.0,0.0,126276.93,625.0,0.0,120249.2,634.0,0.0,115718.44,648.0,0.0,122552.0
1841342367,237.0,,,246.0,,,196.0,,,211.0,,,259.0,,,249.0,,,238.0,,
1841348166,477.0,412476.5,426854.01,580.0,398608.62,465490.67,644.0,347357.97,466647.67,654.0,406468.95,440161.43,748.0,405023.41,396995.71,681.0,360797.29,333722.71,573.0,118164.75,334622.3
1841381688,1044.0,504678.5,1709721.63,1026.0,1087112.75,1362790.65,968.0,1293668.14,1193676.73,1007.0,1571642.62,1195994.31,1042.0,1710065.66,1264949.48,1039.0,1759890.2,1063263.6,1008.0,1721814.27,954740.88
1841382199,57.0,,,50.0,,,52.0,0.0,15300.11,46.0,0.0,13688.7,23.0,0.0,3225.02,40.0,0.0,11452.58,35.0,0.0,10624.29
1841387982,891.0,0.0,130534.12,871.0,0.0,135453.63,715.0,0.0,104504.66,826.0,0.0,115692.46,724.0,,,11.0,0.0,2618.88,,,
1841388907,1223.0,0.0,437414.06,1201.0,0.0,379710.12,1212.0,0.0,359611.02,1225.0,0.0,354047.17,1237.0,0.0,335173.7,1160.0,0.0,327513.31,1155.0,0.0,325136.23
1841457652,,,,,,,,,,,,,742.0,9008.26,162580.03,527.0,11946.89,123766.71,146.0,7713.89,60367.77
1841487030,654.0,0.0,164544.98,679.0,0.0,182450.91,417.0,0.0,230075.43,516.0,0.0,276961.08,570.0,0.0,276720.51,633.0,0.0,282294.71,697.0,0.0,292336.0
1841497765,290.0,0.0,54146.93,445.0,0.0,109592.0,444.0,0.0,101632.53,483.0,0.0,111120.18,680.0,0.0,161784.47,773.0,0.0,209879.01,925.0,0.0,271544.57
1841550217,,,,,,,,,,,,,35.0,0.0,4064.75,69.0,0.0,9175.8,43.0,,
1851307797,329.0,0.0,93035.53,335.0,0.0,90536.48,360.0,,,415.0,,,468.0,,,480.0,0.0,136982.8,497.0,,
1851312300,620.0,0.0,169194.92,619.0,0.0,164182.26,537.0,,,545.0,1458.29,160082.15,670.0,3485.94,229086.84,795.0,4628.83,160116.68,736.0,7337.98,204642.48
